1	3	1.9099999666214	1	34.167121887207	1	2	2	5	5	4.83333349227905	1.72727274894714	2	0	1	1	4
1	3.67000007629395	1.36000001430511	0	26.1013698577881	6	1	1	3	2	3.83333325386047	2	2	0	1	0	3
1	4	2.08999991416931	1	35.0219192504883	6	1	2	3	3	4.5	2.18181824684143	1	0	1	1	4
0	2.32999992370605	1.45000004768372	0	27.4876708984375	2	2	1	4	3	3.66666674613953	1.54545450210571	1	0	2	0	3
1	1.33000004291534	1.73000001907349	1	31.6109580993652	3	3	2	2	3	2.5	2.36363625526428	1	1	1	0	2
1	3	1.54999995231628	0	40.4383544921875	2	2	1	2	5	4	1.18181812763214	1	1	1	1	3
0	3.32999992370605	2.45000004768372	1	51.0657539367676	4	2	1	5	5	4.33333349227905	1.45454549789429	1	0	2	1	3
0	4	2.73000001907349	1	49.1479454040527	1	2	1	3	2	4.33333349227905	3	1	0	2	1	3
0	1.33000004291534	1.26999998092651	1	30.6191787719727	1	1	2	5	2	3.66666674613953	1.63636362552643	1	0	2	0	3
1	3	1.63999998569489	0	33.3452072143555	5	3	2	2	3	3.33333325386047	1.63636362552643	1	0	1	0	2
1	2.32999992370605	2.45000004768372	0	44.1041107177734	2	2	1	4	5	4.66666650772095	2	2	1	1	1	4
1	4.67000007629395	2.8199999332428	1	35.3315086364746	2	2	2	3	3	4.16666650772095	2.40000009536743	1	0	1	1	3
1	2.67000007629395	1.9099999666214	1	25.9589042663574	6	1	1	3	1	2	1.72727274894714	2	0	1	0	1
1	3	1.45000004768372	0	27.668493270874	1	1	2	4	3	3.66666674613953	1.63636362552643	1	1	1	0	3
1	4.67000007629395	2.45000004768372	1	26.2986297607422	2	1	1	3	2	4.33333349227905	2.63636374473572	1	0	1	1	3
1	1.66999995708466	1.26999998092651	0	29.5917816162109	5	1	2	4	2	4	1.72727274894714	1	0	1	1	3
1	3.67000007629395	2.73000001907349	1	42.04931640625	3	1	1	2	2	4.33333349227905	1.90909087657928	1	1	1	1	3
1	3	2.08999991416931	1	39.6767120361328	7	4	1	3	1	4.33333349227905	1.45454549789429	2	0	1	1	3
0	2	1.73000001907349	1	18.2739734649658	4	1	2	2	3	4.83333349227905	3.18181824684143	1	0	2	1	4
0	3	1.82000005245209	1	23.3178081512451	3	1	2	3	1	2.5	1.72727274894714	2	0	2	0	2
1	2.67000007629395	2.79999995231628	1	45.4328765869141	1	3	2	4	2	5	1.54545450210571	1	1	1	1	4
0	4.32999992370605	2.35999989509583	0	39.6109580993652	3	1	1	3	2	4.16666650772095	1.90909087657928	1	0	2	1	3
1	3.67000007629395	1.73000001907349	0	36.241096496582	5	4	1	3	3	2.83333325386047	1.36363637447357	1	1	1	0	2
1	1.33000004291534	1.54999995231628	1	42.3123283386231	3	4	2	4	3	4	3.45454549789429	1	1	1	1	3
1	3.32999992370605	1.82000005245209	0	50.687671661377	2	2	1	4	5	3.83333325386047	2	2	1	1	0	3
1	5	1.17999994754791	1	46.9260292053223	3	4	2	3	1	5	1.18181812763214	1	1	1	1	4
1	3	1.36000001430511	0	43.312328338623	5	1	1	3	1	3.16666674613953	1.90909087657928	1	1	1	0	2
1	2	2.70000004768372	1	47.0739707946777	2	5	1	5	4	3.16666674613953	1.81818187236786	1	1	1	0	2
0	2.67000007629395	2.45000004768372	1	55.9972610473633	3	2	1	1	2	3.83333325386047	2.81818175315857	1	0	2	0	3
1	3	1.17999994754791	0	37.6438369750977	2	2	1	3	5	4	1.36363637447357	1	0	1	1	3
0	3.32999992370605	1.73000001907349	1	39.7479438781738	4	1	1	2	2	4	1.27272725105286	1	0	2	1	3
0	2.67000007629395	1.83000004291534	0	51.265754699707	1	4	1	3	3	3.66666674613953	1.45454549789429	1	0	2	0	3
1	4	2.54999995231628	0	34.8876724243164	5	1	1	3	3	5	1.45454549789429	2	0	1	1	4
1	1.33000004291534	1	1	64.2246551513672	2	2	1	2	1	4.5	1	1	0	1	1	4
1	3.32999992370605	2.1800000667572	0	48.4438362121582	1	2	1	5	5	5	1.27272725105286	2	1	1	1	4
0	4.32999992370605	2.91000008583069	0	25.2027397155762	6	1	1	2	1	4.83333349227905	2.90909099578857	1	0	2	1	4
1	4.67000007629395	2.73000001907349	0	35.5671234130859	7	4	1	2	3	4.5	2.09090900421143	2	1	1	1	4
0	1.66999995708466	1	1	36.830135345459	3	2	1	3	5	3.83333325386047	1.36363637447357	1	0	2	0	3
0	4.67000007629395	2.64000010490418	1	27.0602741241455	3	1	1	3	5	3.5	3.45454549789429	1	0	2	0	3
1	2	1.82000005245209	1	41.2273979187012	2	2	1	3	5	3.79999995231628	2.72727274894714	1	1	1	0	3
0	2.67000007629395	1.36000001430511	1	42.6547927856445	3	2	1	3	5	4.5	1.27272725105286	1	0	2	1	4
0	2	1.36000001430511	1	42.5369873046875	6	4	1	2	2	4.16666650772095	1	2	0	2	1	3
1	3.32999992370605	2.8199999332428	0	37.9945220947266	7	1	1	3	1	4.5	1.72727274894714	1	1	1	1	4
0	4.67000007629395	1.54999995231628	1	54.7041091918945	3	5	1	2	1	4	3.63636374473572	1	0	2	1	3
0	4	1.54999995231628	1	44.5150680541992	3	2	2	3	1	4	1.36363637447357	1	0	2	1	3
0	5	2.1800000667572	1	40.9397277832031	3	3	1	3	1	4.83333349227905	1.45454549789429	2	0	2	1	4
0	2.67000007629395	2.1800000667572	1	34.1178092956543	3	2	1	4	5	2.83333325386047	3	1	0	2	0	2
0	2.32999992370605	1.73000001907349	0	20.0191783905029	6	1	1	2	2	2.5	3	2	0	2	0	2
1	3	2	1	42.2739715576172	3	2	1	2	3	3.33333325386047	1.54545450210571	2	0	1	0	2
1	3	1.63999998569489	0	36.9863014221191	2	1	1	4	2	4	1.27272725105286	2	1	1	1	3
1	3.67000007629395	1	0	57.2849311828613	4	2	1	2	5	4.16666650772095	1	1	1	1	1	3
1	3.67000007629395	2.45000004768372	0	39.879451751709	2	3	1	3	5	5	2.18181824684143	2	1	1	1	4
1	2.67000007629395	2	0	23.4794521331787	2	1	1	2	2	5	1.27272725105286	2	1	1	1	4
1	3	2.1800000667572	1	50.9561653137207	4	3	1	1	1	3.66666674613953	3	1	1	1	0	3
0	3.67000007629395	2.08999991416931	0	43.120548248291	5	1	1	3	3	3.16666674613953	1.54545450210571	1	0	2	0	2
0	2.67000007629395	1.36000001430511	0	37.7506866455078	2	4	1	2	4	3.83333325386047	2.27272725105286	1	0	2	0	3
