1974	2	14	9	1
1974	2	16	9	1
1974	1	10	9	1
1974	1	10	5	1
1974	1	12	8	1
1974	2	16	8	1
1974	2	17	9	1
1974	2	10	5	1
1974	1	12	3	1
1974	1	11	5	1
1974	2	6	5	1
1974	2	5	5	1
1974	1	11	6	1
1974	1	12	5	1
1974	1	14	5	1
1974	2	12	1	1
1974	2	8	4	1
1974	2	0	1	1
1974	1	8	1	1
1974	1	10	3	1
1974	2	8	5	1
1974	2	12	6	1
1974	1	3	1	1
1974	1	8	5	1
1974	1	3	5	1
1974	2	9	2	1
1974	2	15	7	1
1974	1	7	4	1
1974	1	12	5	1
1974	1	13	7	1
1974	2	12	6	1
1974	1	12	3	1
1974	1	8	4	1
1974	1	12	6	1
1974	2	10	6	1
1974	2	14	8	1
1974	1	12	8	1
1974	1	8	6	1
1974	1	16	9	1
1974	2	16	8	1
1974	2	17	9	1
1974	2	13	8	1
1974	1	12	5	1
1974	1	12	7	1
1974	2	14	6	1
1974	2	13	6	1
1974	2	10	2	1
1974	1	8	3	1
1974	1	12	6	1
1974	2	14	5	1
1974	2	14	5	1
1974	1	12	8	1
1974	1	14	8	1
1974	1	15	7	1
1974	2	14	3	1
1974	2	5	2	1
1974	1	8	3	1
1974	1	9	4	1
1974	1	14	1	1
1974	2	12	6	1
1974	2	12	4	1
1974	1	13	6	1
1974	1	12	6	1
1974	1	11	6	1
1974	2	16	8	1
1974	2	17	8	1
1974	2	14	9	1
1974	1	16	10	1
1974	1	16	10	1
1974	2	11	4	1
1974	2	12	5	1
1974	1	12	6	1
1974	1	11	7	1
1974	2	12	9	1
1974	2	12	2	1
1974	2	12	5	1
1974	1	8	4	1
1974	1	7	6	1
1974	2	11	5	1
1974	2	12	5	1
1974	1	11	8	1
1974	1	12	5	1
1974	1	13	8	1
1974	2	20	9	1
1974	2	16	10	1
1974	1	9	3	1
1974	1	12	6	1
1974	1	16	9	1
1974	2	11	4	1
1974	2	4	1	1
1974	1	9	3	1
1974	1	10	3	1
1974	1	14	6	1
1974	2	11	2	1
1974	2	7	5	1
1974	2	3	4	1
1974	1	10	4	1
1974	1	12	5	1
1974	2	16	9	1
1974	2	10	4	1
1974	2	15	5	1
1974	1	14	6	1
1974	1	12	8	1
1974	2	14	9	1
1974	2	14	3	1
1974	2	12	6	1
1974	1	12	4	1
1974	1	16	6	1
1974	2	20	6	1
1974	2	16	10	1
1974	2	18	6	1
1974	1	12	6	1
1974	1	12	3	1
1974	2	12	6	1
