1	5	10	1	1	1	1	1	1	3	3	2	1	3	3	52.11	59.53
0	5	8	1	1	1	1	1	2	3	3	3	2	1	1	66.32	37.35
1	7	6	1	1	1	1	1	1	1	2	.	4	4	2	35.11	40.19
0	3	11	3	2	2	2	1	1	3	3	2	4	3	4	59.07	45.73
0	6	9	1	1	1	1	1	1	3	2	2	3	3	2	54.7	51.77
1	6	4	1	1	1	1	1	1	4	3	.	3	2	1	43.88	48.57
.	6	9	.	.	.	.	.	.	.	.	.	.	.	.	.	.
1	2	5	1	3	1	1	1	3	3	1	3	3	1	1	50.79	53
1	6	8	.	.	.	.	.	.	.	.	.	.	.	.	47.63	46.72
1	3	9	1	2	1	3	1	2	3	2	3	1	3	1	44.99	39.45
1	1	12	2	1	2	2	1	1	4	3	3	4	1	1	75.98	54.97
1	1	12	1	1	1	1	1	1	4	3	4	4	2	2	72.17	75.68
1	1	11	2	1	1	1	1	1	2	3	3	3	3	1	58.64	56.58
1	1	10	1	2	1	2	1	1	3	3	3	3	5	1	55.57	54.61
.	1	11	.	.	.	.	.	.	.	.	.	.	.	.	56.16	58.22
1	1	6	2	1	1	1	1	1	3	2	4	3	4	2	60.32	61.26
1	1	11	1	1	1	1	1	1	3	2	3	3	1	1	52.65	41.91
1	2	11	1	1	1	1	1	1	4	3	3	3	2	1	64.24	55.22
1	2	12	1	1	1	1	1	2	3	2	3	3	1	1	66.26	59.29
0	.	12	1	2	1	2	1	1	3	3	4	3	1	1	57.39	54.97
1	5	10	1	2	1	1	1	1	3	3	3	3	1	1	63.54	55.84
1	.	13	.	.	.	.	.	.	.	.	.	.	.	.	54.28	48.07
1	.	10	1	1	1	1	1	1	4	3	3	3	1	1	53.49	58.55
1	.	11	2	1	1	1	1	1	4	4	4	2	4	1	38	39.69
0	.	10	1	1	1	1	1	1	3	3	3	3	1	1	47.64	44.38
1	1	10	1	1	1	1	1	1	3	3	3	3	2	1	50.38	53.74
1	1	10	2	1	1	1	1	2	3	1	3	4	2	1	55.64	67.91
1	1	9	1	1	1	1	1	1	3	3	3	3	3	1	54.06	63.72
1	1	10	1	1	1	1	1	1	4	4	4	4	3	1	64.98	52.14
1	1	6	2	1	1	2	1	2	2	3	2	3	2	1	43.29	49.18
1	1	10	2	3	1	1	2	3	4	2	4	4	2	1	48.36	53.25
1	1	10	1	1	1	1	3	1	4	4	4	4	2	1	67.73	66.68
1	1	9	1	1	1	1	1	1	4	2	3	3	2	1	62.38	63.11
1	.	11	1	1	1	1	1	1	3	3	3	2	2	1	44.68	43.51
1	.	11	1	1	1	1	1	1	4	2	4	4	2	1	46.86	55.71
1	2	11	1	1	1	1	1	1	3	3	3	3	2	1	53.17	53.62
1	.	10	1	1	1	1	1	1	3	3	3	4	2	2	54.36	48.69
1	.	9	1	1	1	1	1	1	3	2	3	4	2	1	58.6	66.44
1	3	12	2	1	1	1	1	2	3	4	3	4	1	1	54.95	54.48
1	3	12	1	1	1	1	1	1	4	4	4	4	1	1	56.77	66.19
0	1	9	1	1	1	1	1	1	3	3	4	3	2	1	52.18	50.42
1	1	11	2	1	1	1	1	1	4	3	3	3	2	2	46.97	33.53
1	1	10	1	1	1	1	1	1	3	1	4	4	1	1	57.33	55.84
0	4	12	2	2	1	2	1	2	1	2	4	1	1	1	35.69	33.66
